id,node,cnt
1460,FIFA,23
1498,Fidel_Castro,23
1645,Gautama_Buddha,23
1679,George_VI_of_the_United_Kingdom,23
1740,Google,23
1823,Gypsum,23
1917,Herbert_Hoover,23
2092,Impressionism,23
2128,International_law,23
2171,Isle_of_Wight,23
2274,John_Milton,23
2282,John_of_England,23
2340,King_Arthur,23
2396,Lake_Tanganyika,23
2436,Lemon,23
2518,Lithium,23
2566,Lung_cancer,23
2572,Lyndon_B._Johnson,23
2736,Metallurgy,23
2900,Myocardial_infarction,23
2917,Nashville%2C_Tennessee,23
2952,Netherlands_Antilles,23
3301,Pompeii,23
3322,Postage_stamp,23
3336,Precambrian,23
3426,Ramayana,23
3494,Richmond%2C_Virginia,23
3626,Saturn,23
3677,Selenium,23
3897,Stone_Age,23
3971,Symmetry,23
4101,Thermodynamics,23
4247,Turin,23
4375,Volt,23
4439,West_Bank,23
251,Andrew_Jackson,22
552,Benito_Mussolini,22
554,Benjamin_Disraeli%2C_1st_Earl_of_Beaconsfield,22
834,Cayman_Islands,22
1391,Entropy,22
1406,Ernest_Hemingway,22
1562,Fox,22
1794,Greenhouse_effect,22
1810,Guild,22
1871,Hawk,22
2031,Humphry_Davy,22
2033,Hundred_Years%27_War,22
2144,Iraq_War,22
2321,Karl_Popper,22
2431,Leeds,22
2441,Leo_Tolstoy,22
2674,Mary_II_of_England,22
2901,Mysticism,22
2976,Niels_Bohr,22
3101,Oslo,22
3105,Ostrich,22
3156,Park,22
3308,Pope_Benedict_XVI,22
3403,Rabbit,22
3456,Religious_Society_of_Friends,22
3557,Rudyard_Kipling,22
3622,Sarajevo,22
3747,Skiing,22
3838,Spider,22
3948,Supply_and_demand,22
4004,Tehran,22
4084,The_Rolling_Stones,22
4250,Turkish_Republic_of_Northern_Cyprus,22
4269,U2,22
4322,Utilitarianism,22
4365,Vitamin_D,22
4552,Yeast,22
186,Alfred_the_Great,21
224,American_Samoa,21
257,Anemia,21
311,Arab_League,21
338,Arithmetic,21
632,Board_game,21
652,Book,21
691,Brisbane,21
697,British_Indian_Ocean_Territory,21
778,Canberra,21
782,Canterbury,21
909,Christmas_Island,21
1180,Denver%2C_Colorado,21
1321,Edward_VI_of_England,21
1337,El_Ni%C3%B1o-Southern_Oscillation,21
1435,European_Space_Agency,21
1631,Ganges_River,21
1676,George_IV_of_the_United_Kingdom,21
1937,Hippocrates,21
2123,International_Court_of_Justice,21
2315,Kansas_City%2C_Missouri,21
2351,Kofi_Annan,21
2433,Leicester,21
2455,Libertarianism,21
2458,Library_of_Congress,21
2644,Marco_Polo,21
2698,Max_Weber,21
2867,Multiculturalism,21
2975,Nicolaus_Copernicus,21
3179,Peanut,21
3271,Pluto,21
3413,Radium,21
3474,Revolution,21
3602,Samuel_Taylor_Coleridge,21
3641,Schizophrenia,21
4205,Trinity,21
4236,Trumpet,21
4329,Vanadium,21
4334,Vasco_da_Gama,21
4533,World_Wide_Web,21
77,Aachen,20
104,Acceleration,20
116,Acts_of_Union_1707,20
145,Afrikaans,20
187,Algebra,20
217,Amazon_River,20
291,Antimony,20
309,Aquarium,20
326,Arctic_Circle,20
454,Bangkok,20
467,Barium,20
564,Berlin_Wall,20
690,Brighton,20
745,Caesium,20
763,Cambrian,20
900,Chocolate,20
1029,Cook_Islands,20
1087,Cryptography,20
1221,Domesday_Book,20
1413,Essential_oil,20
1690,Germanium,20
1719,Global_city,20
1850,Hampshire,20
1863,Harry_Potter,20
1889,Helsinki,20
1910,Henry_V_of_England,20
1914,Heracles,20
2085,Igor_Stravinsky,20
2135,Invasive_species,20
2271,John_Maynard_Keynes,20
2316,Karachi,20
2345,Kiribati,20
2365,Kuala_Lumpur,20
2444,Leonhard_Euler,20
2561,Ludwig_Wittgenstein,20
2628,Manchester_United_F.C.,20
2699,Maxwell%27s_equations,20
2728,Mercia,20
3054,Oligocene,20
3098,Osaka,20
3143,Palm_oil,20
3161,Parrot,20
3172,Paul_McCartney,20
3244,Picts,20
3339,Pretoria,20
3521,Rococo,20
3582,Saint-Pierre_and_Miquelon,20
3654,Scottish_Highlands,20
3657,Scramble_for_Africa,20
3704,Sheffield,20
3772,Socrates,20
3799,South_China_Sea,20
3803,Southampton,20
3857,St_Paul%27s_Cathedral,20
3946,Superman,20
3980,Taipei,20
4005,Tel_Aviv,20
4091,The_Wall_Street_Journal,20
4212,Trojan_War,20
4253,Turks_and_Caicos_Islands,20
4337,Vegetation,20
4435,Wellington,20
4476,William_Butler_Yeats,20
4478,William_Ewart_Gladstone,20
4550,Yangtze_River,20
4572,Z%C3%BCrich,20
206,Alphabet,19
267,Anguilla,19
315,Aral_Sea,19
397,Australian_Open,19
475,Basel,19
541,Beirut,19
582,Biodiesel,19
594,Birth_control,19
639,Boeing_747,19
703,Broadcasting,19
704,Bromine,19
743,Cadmium,19
833,Cave,19
930,Clarinet,19
1006,Computer_and_video_games,19
1092,Cubism,19
1160,Dead_Sea,19
1302,Edgar_Allan_Poe,19
1328,Egg_%28food%29,19
1689,German_reunification,19
1729,Goa,19
1756,Grand_Slam_%28tennis%29,19
1861,Harold_Wilson,19
1897,Henry_III_of_England,19
1899,Henry_IV_of_England,19
1900,Henry_I_of_England,19
2110,Indus_River,19
2148,Iridium,19
2149,Irish_Sea,19
2203,James_Bond,19
2364,Ku_Klux_Klan,19
2394,Lake_Superior,19
2559,Love,19
2631,Mango,19
2818,Monkey,19
2848,Mount_Everest,19
2963,Newcastle_upon_Tyne,19
3045,Oil_refinery,19
3055,Olive_oil,19
3174,Pea,19
3329,Poultry,19
3345,Principality,19
3489,Richard_I_of_England,19
3507,Robert_Boyle,19
3559,Rugby_football,19
3796,Soup,19
3825,Spanish_Inquisition,19
4043,The_Championships%2C_Wimbledon,19
4127,Thunderstorm,19
4144,Timur,19
4349,Victoria_Cross,19
120,Adelaide,18
198,Allah,18
287,Antelope,18
458,Banknote,18
559,Benzene,18
568,Beryllium,18
579,Binary_star,18
640,Bog,18
716,Bucharest,18
732,Butter,18
784,Canute_the_Great,18
836,Celery,18
874,Chennai,18
956,Cocos_%28Keeling%29_Islands,18
996,Commonwealth_Games,18
1031,Cooperative,18
1067,Cretaceous-Tertiary_extinction_event,18
1082,Crow,18
1199,Differential_equation,18
1235,Dove,18
1473,Fashion,18
1513,First_Crusade,18
1590,French_Open_%28tennis%29,18
1591,French_Polynesia,18
1609,Fyodor_Dostoevsky,18
1702,Giraffe,18
1741,Goose,18
1874,Health,18
2260,John_Calvin,18
2334,Khazars,18
2362,Krill,18
2467,Lille,18
2587,Macintosh,18
3065,Onion,18
3142,Palladium,18
3180,Pearl,18
3268,Pliocene,18
3289,Polish-Soviet_War,18
3302,Pond,18
3442,Red_dwarf,18
3511,Robert_Peel,18
3580,Saffron,18
3620,Santiago%2C_Chile,18
3656,Scouting,18
3732,Silurian,18
3791,Sony,18
4006,Telecommunication,18
4109,Thomas_Edison,18
4125,Thucydides,18
4194,Trench_warfare,18
4290,United_States_Bill_of_Rights,18
4293,United_States_Declaration_of_Independence,18
4357,Vincent_van_Gogh,18
4395,Walter_Scott,18
4400,War_of_the_Spanish_Succession,18
4503,Windows_XP,18
4556,Yellowstone_National_Park,18
4567,Yttrium,18
22,1973_oil_crisis,17
121,Adenosine_triphosphate,17
209,Alternative_rock,17
219,Amber,17
293,Antoine_Lavoisier,17
303,Apollo_11,17
405,Autocracy,17
441,Badminton,17
473,Baruch_Spinoza,17
496,Battle_of_Britain,17
512,Battle_of_Stalingrad,17
525,Bean,17
609,Black_hole,17
773,Canadian_Pacific_Railway,17
806,Carl_Friedrich_Gauss,17
911,Christopher_Wren,17
936,Cleopatra_VII,17
1058,Coventry,17
1255,Dundee,17
1371,Emotion,17
1486,Fennel,17
1593,French_Southern_and_Antarctic_Lands,17
1629,Game_theory,17
1677,George_I_of_Great_Britain,17
1761,Graphic_novel,17
1797,Gregor_Mendel,17
1860,Harold_Macmillan,17
1884,Heliocentrism,17
2220,Jane_Austen,17
2442,Leon_Trotsky,17
2478,Linus_Pauling,17
2482,Lipid,17
2600,Magnet,17
2727,Mercantilism,17
2737,Metamorphic_rock,17
2785,Minoan_civilization,17
2979,Niger_River,17
2989,Nintendo_Entertainment_System,17
2996,Niue,17
2997,Noam_Chomsky,17
3020,Nottingham,17
3031,Nutmeg,17
3032,Nutrition,17
3134,Palau,17
3138,Palestinian_territories,17
3175,Peace,17
3358,Prostate_cancer,17
3376,Pyotr_Ilyich_Tchaikovsky,17
3438,Recycling,17
3591,Saladin,17
3630,Sauropodomorpha,17
3661,Scurvy,17
3755,Smog,17
3792,Sorghum,17
3906,Strontium,17
3955,Svalbard,17
3987,Tamil_people,17
4069,The_Lord_of_the_Rings,17
4242,Tuna,17
4244,Tunis,17
4266,U.S._Open_%28tennis%29,17
4318,Uranus,17
4362,Visual_arts,17
4388,Wall_Street,17
4404,Wars_of_the_Roses,17
107,Acetic_acid,16
190,Algiers,16
216,Amazon_Rainforest,16
252,Andrew_Johnson,16
256,Andy_Warhol,16
476,Basil,16
537,Beetle,16
633,Boat,16
700,British_Virgin_Islands,16
749,Calcite,16
772,Canadian_House_of_Commons,16
934,Claudius,16
974,Columbia_River,16
1241,Drawing,16
1312,Edward_Gibbon,16
1315,Edward_IV_of_England,16
1446,Existentialism,16
1453,Extraterrestrial_life,16
1481,Feldspar,16
1483,Felix_Mendelssohn,16
1561,Fourteenth_Amendment_to_the_United_States_Constitution,16
1568,Francis_Bacon,16
1635,Garden,16
1744,Gorilla,16
1752,Grand_Canyon,16
1783,Great_Wall_of_China,16
1803,Grover_Cleveland,16
1816,Gull,16
1846,Halloween,16
1921,Hern%C3%A1n_Cort%C3%A9s,16
1938,Hippopotamus,16
2027,Humanities,16
2078,Ice_sheet,16
2107,Indonesian_language,16
2160,Isaac_Asimov,16
2213,James_K._Polk,16
2242,Jewellery,16
2283,John_von_Neumann,16
2292,Jorge_Luis_Borges,16
2314,Kangaroo,16
2333,Khartoum,16
2469,Lima,16
2654,Mark_Antony,16
2665,Marshall_Plan,16
2676,Mary_I_of_Scotland,16
2738,Meteor,16
2908,Nairobi,16
2926,Natural_disaster,16
2938,Neil_Armstrong,16
3040,Odysseus,16
3079,Orca,16
3164,Parthenon,16
3209,Peter_I_of_Russia,16
3273,Plymouth,16
3351,Programming_language,16
3379,Pythagoras,16
3488,Richard_II_of_England,16
3512,Robert_Schumann,16
3634,Saxophone,16
3692,Sesame,16
3729,Sikkim,16
3860,Stained_glass,16
4114,Thomas_More,16
4131,Tiger,16
4235,Trout,16
4260,Tycho_Brahe,16
4297,United_States_Virgin_Islands,16
4554,Yellow_fever,16
32,2004_Atlantic_hurricane_season,15
71,AT%26T,15
88,Abbot,15
184,Alfred_Hitchcock,15
244,Ancient_history,15
380,Atlantic_slave_trade,15
387,Attila_the_Hun,15
501,Battle_of_Hastings,15
577,Bill_Gates,15
757,Calligraphy,15
785,Capacitance,15
995,Common_sage,15
1011,Condoleezza_Rice,15
1156,Davis_Cup,15
1185,Despotism,15
1234,Douglas_Adams,15
1307,Edmund_Burke,15
1319,Edward_VIII_of_the_United_Kingdom,15
1344,Electrical_engineering,15
1412,Esperanto,15
1479,Federated_States_of_Micronesia,15
1487,Ferdinand_Magellan,15
1576,Frankenstein,15
1582,Franz_Kafka,15
1649,Genealogy,15
1651,Genetic_code,15
1879,Hebrides,15
1892,Henrik_Ibsen,15
1905,Henry_Purcell,15
2003,Horn_of_Africa,15
2020,Hudson_Bay,15
2038,Hurricane_Andrew,15
2050,Hurricane_Ivan,15
2065,Hydrology,15
2100,Indian_Standard_Time,15
2133,Invasion,15
2163,Isambard_Kingdom_Brunel,15
2189,J._R._R._Tolkien,15
2240,Jet_engine,15
2400,Lake_Victoria,15
2418,Laurence_Olivier,15
2557,Louisville%2C_Kentucky,15
2685,Mathematical_analysis,15
2697,Max_Planck,15
2746,Michael_Faraday,15
2783,Minneapolis%2C_Minnesota,15
2792,Missouri_River,15
2846,Motion_%28physics%29,15
2860,Mozilla_Firefox,15
2871,Mummy,15
2921,National_Gallery%2C_London,15
2982,Nikola_Tesla,15
3018,Norwich,15
3082,Order_of_the_Bath,15
3088,Ordovician,15
3099,Osama_bin_Laden,15
3112,Outer_Hebrides,15
3162,Parsley,15
3170,Paul_Dirac,15
3299,Polonium,15
3377,Pyramid,15
3393,Queen_%28band%29,15
3404,Rabies,15
3487,Richard_III_of_England,15
3501,River_Severn,15
3508,Robert_Gascoyne-Cecil%2C_3rd_Marquess_of_Salisbury,15
3542,Rosemary,15
3595,Salt_Lake_City%2C_Utah,15
3608,San_Jose%2C_California,15
3670,Seawater,15
3709,Shetland,15
3713,Shinto,15
3886,Stephen_Jay_Gould,15
3945,Superconductivity,15
4076,The_Origin_of_Species,15
4166,Topology,15
4181,Trafalgar_Square,15
4392,Walt_Disney,15
4483,William_Hogarth,15
4490,William_McKinley,15
4520,Woodpecker,15
4589,Zirconium,15
108,Acetone,14
109,Achilles,14
111,Acid_rain,14
155,Airship,14
173,Albrecht_D%C3%BCrer,14
305,Apostolic_Succession,14
310,Arab-Israeli_conflict,14
400,Australian_rules_football,14
548,Ben_Jonson,14
553,Benjamin_Britten,14
556,Benjamin_Harrison,14
580,Binoculars,14
584,Biofuel,14
641,Bogot%C3%A1,14
653,Book_of_Common_Prayer,14
808,Carl_Jung,14
820,Cassini-Huygens,14
927,Civil_society,14
957,Cod,14
1041,Cornea,14
1064,Creationism,14
1114,D%C3%A1l_Riata,14
1120,Dada,14
1407,Ernest_Rutherford,14
1449,Expressionism,14
1509,Firearm,14
1532,Floppy_disk,14
1646,Gaza_Strip,14
1840,Hadrian%27s_Wall,14
1865,Harvest,14
1901,Henry_James,14
2091,Imperial_Japanese_Navy,14
2142,Iranian_peoples,14
2156,Iron_Maiden,14
2261,John_Constable,14
2293,Joseph_Haydn,14
2405,Landform,14
2408,Lanthanum,14
2565,Lunar_eclipse,14
2583,Macbeth,14
2594,Maghreb,14
2760,Miguel_de_Cervantes,14
2836,Mormon,14
2970,Niccol%C3%B2_Machiavelli,14
2991,Nirvana_%28band%29,14
3014,Northern_Mariana_Islands,14
3039,Odin,14
3089,Oregano,14
3092,Organization,14
3150,Paprika,14
3445,Redshift,14
3492,Richard_Stallman,14
3554,Rubidium,14
3601,Samuel_Beckett,14
3642,Schr%C3%B6dinger_equation,14
3734,Sim%C3%B3n_Bol%C3%ADvar,14
3810,Soybean,14
3898,Stonehenge,14
3926,Sumac,14
3936,Sunflower,14
3972,Synthesizer,14
4107,Thomas_Becket,14
4209,Tripoli,14
4470,Wikipedia,14
4484,William_Howard_Taft,14
4516,Women%27s_rights,14
4561,Yom_Kippur_War,14
4574,Zachary_Taylor,14
4592,Zulu,14
101,Abstract_art,13
212,Alzheimer%27s_disease,13
279,Anschluss,13
319,Archaeopteryx,13
321,Archimedes,13
403,Auto_racing,13
453,Bangalore,13
528,Beaver,13
560,Berber_languages,13
683,Bratislava,13
753,Calgary,13
756,Californium,13
759,Calvin_Coolidge,13
783,Canterbury_Cathedral,13
810,Carl_Sagan,13
849,Cerium,13
879,Chestnut,13
919,Cinema_of_the_United_States,13
973,Columba,13
976,Columbus%2C_Ohio,13
985,Commodore_64,13
1025,Continental_crust,13
1037,Coriander,13
1121,Dakar,13
1287,Easter_Island,13
1314,Edward_II_of_England,13
1385,English_Reformation,13
1421,Euclidean_geometry,13
1628,Game,13
1675,George_II_of_Great_Britain,13
1733,Gold_standard,13
1886,Hellenistic_Greece,13
1909,Henry_VI_of_England,13
1976,History_of_science,13
1988,Ho_Chi_Minh_City,13
2066,Hyena,13
2070,IPod,13
2084,Igneous_rock,13
2131,Interpol,13
2177,Italian_Renaissance,13
2226,Japanese_yen,13
2267,John_Howard,13
2367,Kuiper_belt,13
2406,Landscape,13
2614,Malcolm_III_of_Scotland,13
2624,Mammoth,13
2710,Mechanical_work,13
2711,Medal_of_Honor,13
2719,Mekong,13
2780,Minimum_wage,13
2827,Monty_Python,13
2990,Niobium,13
3027,Number,13
3038,Oceanography,13
3157,Parliament_of_Canada,13
3207,Pete_Sampras,13
3270,Plum,13
3310,Pope_Pius_XII,13
3326,Potassium_nitrate,13
3378,Pyrite,13
3390,Quark,13
3433,Raven,13
3479,Rhodium,13
3570,Rwandan_Genocide,13
3625,Sassanid_Empire,13
3672,Second_Congo_War,13
3820,Space_station,13
3873,Star_anise,13
3885,Stephen_Hawking,13
3904,String_theory,13
3959,Swastika,13
3994,Tarragon,13
4002,Technetium,13
4011,Tellurium,13
4026,Thallium,13
4282,Union_Flag,13
4331,Vanilla,13
4373,Volga_River,13
4377,Voting,13
4407,Wasabi,13
4431,Weed,13
4542,X_Window_System,13
4553,Yellow_River,13
4570,Yuri_Gagarin,13
4573,ZX_Spectrum,13
4575,Zambezi,13
26,1_Ceres,12
95,Abkhazia,12
149,Agnosticism,12
204,Almond,12
215,Amazon_Basin,12
227,Americium,12
248,Andrew_Carnegie,12
300,Ape,12
418,Axe,12
498,Battle_of_France,12
499,Battle_of_Gettysburg,12
677,Brahman,12
735,C%2B%2B,12
796,Caracas,12
933,Claude_Monet,12
1055,Coulomb%27s_law,12
1062,Craton,12
1137,Darfur_conflict,12
1152,David_Hilbert,12
1155,David_Livingstone,12
1189,Diabetes_mellitus,12
1233,Double_bass,12
1236,Dover,12
1378,Encyclop%C3%A6dia_Britannica,12
1409,Erwin_Rommel,12
1515,First_Transcontinental_Railroad,12
1583,Franz_Schubert,12
1601,Full_moon,12
1626,Gallium,12
1666,Georg_Cantor,12
1742,Gordon_Brown,12
1746,Gothenburg,12
1802,Group_%28mathematics%29,12
1853,Hanoi,12
2083,Idolatry,12
2103,Indira_Gandhi,12
2188,J._M._W._Turner,12
2191,Jack_Kerouac,12
2204,James_Buchanan,12
2215,James_Monroe,12
2290,Jordan_River,12
2373,Kyoto_Protocol,12
2523,Liverpool_F.C.,12
2643,Marcel_Proust,12
2844,Moss,12
2995,Nitrogen_fixation,12
3070,Open_source,12
3121,Ozone_depletion,12
3136,Paleocene,12
3169,Paul_C%C3%A9zanne,12
3196,Pericles,12
3199,Perl,12
3252,Pitcairn_Islands,12
3342,Prime_number,12
3405,Rabindranath_Tagore,12
3432,Rapping,12
3461,Renminbi,12
3566,Ruthenium,12
3663,Sea_level_rise,12
3694,Set,12
3746,Ska,12
3800,South_Georgia_and_the_South_Sandwich_Islands,12
3814,Space_Shuttle_Challenger_disaster,12
3819,Space_exploration,12
3893,Stock,12
3896,Stoicism,12
3982,Taj_Mahal,12
4035,The_Blitz,12
4070,The_Lord_of_the_Rings_film_trilogy,12
4108,Thomas_Cranmer,12
4113,Thomas_Malthus,12
4156,Tokelau,12
4171,Tour_de_France,12
4176,Toy,12
4202,Trigonometry,12
4254,Turmeric,12
4347,Victor_Hugo,12
4351,Video,12
4393,Walt_Whitman,12
4437,Wernher_von_Braun,12
4482,William_Henry_Harrison,12
4548,Yak,12
4578,Zebra,12
114,Action_potential,11
119,Addis_Ababa,11
151,Airbus,11
152,Airbus_A380,11
157,Akbar,11
165,Alan_Turing,11
296,Antonio_Vivaldi,11
346,Arsenal_F.C.,11
434,Babur,11
687,Bretton_Woods_system,11
774,Canadian_Senate,11
839,Cello,11
898,Chives,11
942,Clock,11
971,Colorado_River,11
999,Community,11
1017,Constantine_I,11
1043,Coronation_Street,11
1048,Cosmic_inflation,11
1049,Cosmic_microwave_background_radiation,11
1091,Cubeb,11
1099,Curium,11
1107,Cymbopogon,11
1115,D%C3%BCsseldorf,11
1171,Deluge_%28mythology%29,11
1217,Dodo,11
1303,Edible_salt,11
1396,Epazote,11
1465,Falcon,11
1563,Fr%C3%A9d%C3%A9ric_Chopin,11
1569,Francis_Crick,11
1611,GNOME,11
1767,Great_Barrier_Reef,11
1784,Great_Yarmouth,11
1791,Greek_War_of_Independence,11
2002,Horatio_Nelson%2C_1st_Viscount_Nelson,11
2006,House,11
2061,Hyde_Park%2C_London,11
2130,Internet_Explorer,11
2653,Marjoram,11
2688,Matrix_%28mathematics%29,11
2706,Measles,11
2707,Measurement,11
2725,Mentha,11
2788,Mir,11
2795,Mitochondrion,11
2839,Morphine,11
2949,Neptunium,11
3033,Oasis_%28band%29,11
3034,Oat,11
3222,Philosophy_of_mind,11
3255,Planetary_habitability,11
3296,Pollinator,11
3346,Printmaking,11
3366,Pterosaur,11
3383,Qin_Dynasty,11
3399,RMS_Titanic,11
3420,Rainbow,11
3443,Red_giant,11
3476,Rhenium,11
3486,Richard_III_%28play%29,11
3530,Roman_road,11
3558,Rugby_World_Cup,11
3652,Scottish_Episcopal_Church,11
3675,Seinfeld,11
3721,Sichuan_Pepper,11
3793,Sorrel,11
3812,Space_Race,11
3815,Space_Shuttle_Columbia,11
3830,Speaker_of_the_British_House_of_Commons,11
3831,Speaker_of_the_United_States_House_of_Representatives,11
3848,Sputnik_1,11
3872,Star_Wars_Episode_IV__A_New_Hope,11
3874,Stargate_SG-1,11
3947,Supermarine_Spitfire,11
3977,TGV,11
3995,Tashkent,11
4104,Thiamine,11
4110,Thomas_Gainsborough,11
4333,Varanasi,11
4384,Wader,11
4386,Wake_Island,11
4390,Wallis_and_Futuna,11
4411,Wasp,11
4412,Waste_management,11
4413,Watch,11
4492,William_Pitt_the_Younger,11
70,ASCII,10
86,Abbey,10
113,Actinium,10
135,African_Great_Lakes,10
167,Albatross,10
178,Aleksandr_Pushkin,10
231,Ammonite,10
330,Arecaceae,10
339,Armadillo,10
343,Arnold_Schwarzenegger,10
381,Atlantis,10
402,Autism,10
413,Avalanche,10
423,Azerbaijani_people,10
490,Batman,10
507,Battle_of_Moscow,10
585,Bioinformatics,10
596,Bison,10
742,Cactus,10
764,Cambrian_explosion,10
787,Cape_Horn,10
816,Carrot,10
855,Charles_Babbage,10
863,Charlie_Chaplin,10
866,Che_Guevara,10
870,Chelsea_F.C.,10
968,Colombo,10
1007,Computer_programming,10
1053,Cotswolds,10
1181,Derby,10
1184,Desmond_Tutu,10
1203,Dill,10
1257,Dune,10
1261,Durham,10
1282,East-West_Schism,10
1301,Edema,10
1305,Edmond_Halley,10
1397,Epic_of_Gilgamesh,10
1398,Episcopal_polity,10
1401,Erbium,10
1403,Erie_Canal,10
1437,Europium,10
1506,Fine_art,10
1542,Folic_acid,10
1570,Francis_Drake,10
1574,Francium,10
1586,Frederick_II%2C_Holy_Roman_Emperor,10
1617,Gadolinium,10
1618,Gal%C3%A1pagos_Islands,10
1647,Gazelle,10
1670,George_Eliot,10
1724,Globular_cluster,10
1739,Gone_with_the_Wind_%28film%29,10
1893,Henry_David_Thoreau,10
1895,Henry_Ford,10
1915,Heraclius,10
1925,Heron,10
1950,History_of_Earth,10
2056,Hurricane_Mitch,10
2109,Inductance,10
2159,Isaac,10
2198,Jacques-Louis_David,10
2205,James_Callaghan,10
2279,John_Vanbrugh,10
2304,Juniper_berry,10
2306,Jupiter_%28mythology%29,10
2383,Lake_Albert,10
2424,Laws_in_Wales_Acts_1535%E2%80%931542,10
2479,Linus_Torvalds,10
2533,Logistics,10
2555,Louis_Pasteur,10
2558,Lovage,10
2651,Marie_Curie,10
2669,Martin_Van_Buren,10
2807,Mona_Lisa,10
2868,Multiple_sclerosis,10
2943,Neodymium,10
2950,Netball,10
2968,Niagara_Falls,10
2988,Nintendo_DS,10
3002,Norfolk_Island,10
3084,Order_of_the_Thistle,10
3183,Pel%C3%A9,10
3241,Pi,10
3347,Prion,10
3380,Pythagorean_theorem,10
3410,Radio_frequency,10
3472,Retreat_of_glaciers_since_1850,10
3593,Salsa_music,10
3597,Salvador_Dal%C3%AD,10
3664,Sea_of_Galilee,10
3682,Senufo_languages,10
3958,Swan,10
3985,Tamarind,10
3990,Tantalum,10
4096,Theatre_Royal%2C_Drury_Lane,10
4117,Thor,10
4118,Thorax,10
4198,Triceratops,10
4258,Tutsi,10
4380,Vulgar_Latin,10
4394,Walter_Raleigh,10
4418,Water_purification,10
4447,Westminster_System,10
4486,William_II_of_England,10
4501,Windows_2000,10
4566,Ytterbium,10
81,Abacus,9
100,Absolute_zero,9
146,Agamemnon,9
171,Albigensian_Crusade,9
301,Aphid,9
307,Applied_mathematics,9
395,Australian_English,9
429,BP,9
440,Badger,9
505,Battle_of_Marathon,9
506,Battle_of_Midway,9
520,Battle_of_the_Somme_%281916%29,9
578,Billie_Holiday,9
627,Blue_Wildebeest,9
629,Bluegrass_music,9
630,Bluetooth,9
649,Bonobo,9
654,Book_of_Kells,9
656,Borage,9
657,Boris_Becker,9
738,C._S._Lewis,9
775,Canadian_football,9
803,Card_game,9
830,Catherine_II_of_Russia,9
842,Celtic_mythology,9
869,Cheetah,9
901,Chola_dynasty,9
918,Cider,9
1021,Constructivism_%28art%29,9
1039,Cormorant,9
1106,Cyclops,9
1167,Definition_of_planet,9
1198,Diego_Vel%C3%A1zquez,9
1208,Diplodocus,9
1215,Dmitri_Mendeleev,9
1219,Doha,9
1237,Down_syndrome,9
1266,Dysprosium,9
1275,Eagle_Scout_%28Boy_Scouts_of_America%29,9
1295,Economy_of_India,9
1322,Edward_V_of_England,9
1333,Einsteinium,9
1369,Emirate,9
1377,Enceladus_%28moon%29,9
1389,English_poetry,9
1572,Francis_of_Assisi,9
1575,Frank_Lloyd_Wright,9
1612,GNU,9
1637,Gardening,9
1644,Gauss%27s_law,9
1703,Giuseppe_Verdi,9
1780,Great_Salt_Lake,9
1809,Guglielmo_Marconi,9
1842,Hafnium,9
1849,Hammurabi,9
1894,Henry_Fonda,9
1904,Henry_Morton_Stanley,9
1951,History_of_Greece,9
2039,Hurricane_Camille,9
2060,Hutu,9
2064,Hydrogen_peroxide,9
2067,Hymenoptera,9
2099,Indian_Railways,9
2104,Indium,9
2118,Insulin,9
2185,J%C3%B3zef_Pi%C5%82sudski,9
2228,Jaws_%28film%29,9
2278,John_Tyler,9
2296,Josephus,9
2379,Labor_Day_Hurricane_of_1935,9
2384,Lake_Baikal,9
2388,Lake_Edward,9
2457,Library_of_Alexandria,9
2470,Limerick,9
2536,London_Bridge,9
2552,Louis_Armstrong,9
2564,Luminiferous_aether,9
2567,Lusaka,9
2632,Manifest_Destiny,9
2723,Meningitis,9
2763,Miles_Davis,9
2823,Montevideo,9
2849,Mount_Kilimanjaro,9
2864,Muhammad_Ali_Jinnah,9
3102,Osmium,9
3109,Otto_von_Bismarck,9
3141,Palladian_architecture,9
3247,Pigeon,9
3295,Politics_of_the_United_Kingdom,9
3395,Quito,9
3415,Ragtime,9
3528,Roman_law,9
3535,Romeo_and_Juliet,9
3545,Rowan_Williams,9
3550,Royal_Marines,9
3551,Royal_National_Theatre,9
3574,S%C3%B8ren_Kierkegaard,9
3599,Samarium,9
3666,Sean_Connery,9
3673,Second_Crusade,9
3730,Silent_film,9
3751,Sleep,9
3852,Squash_%28sport%29,9
3864,Stanley_Baldwin,9
3881,Stefan_Edberg,9
3882,Stegosaurus,9
3884,Stephen_Harper,9
3888,Stephen_of_England,9
3934,Sun_Yat-sen,9
3940,Super_14,9
4029,The_Anarchy,9
4092,The_Waste_Land,9
4124,Thrush_%28bird%29,9
4196,Triathlon,9
4302,University_of_Bristol,9
4323,Utrecht_%28city%29,9
4326,Vampire,9
4391,Walrus,9
4402,Warren_G._Harding,9
4527,World_Bank_Group,9
4590,Zoroaster,9
31,2003_Atlantic_hurricane_season,8
45,4-4-0,8
52,55_Cancri,8
62,90377_Sedna,8
76,A_cappella,8
87,Abbey_Theatre,8
94,Abidjan,8
102,Abu_Dhabi,8
103,Abuja,8
161,Akrotiri_and_Dhekelia,8
181,Alexander_Graham_Bell,8
194,Alice%27s_Adventures_in_Wonderland,8
202,Allosaurus,8
235,Amur,8
255,Andromeda_Galaxy,8
299,Apatosaurus,8
304,Apollo_8,8
335,Ariel_Sharon,8
391,Auguste_Rodin,8
